table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
"mabarchive","tblanimalreq",2,"project","character varying","YES",""
"mabarchive","tblanimalreq",3,"year","integer","YES","0"
"mabarchive","tblanimalreq",4,"animaltype","character varying","NO",""
"mabarchive","tblanimalreq",5,"number of days","double precision","YES",""
"mabarchive","tblanimalreq",6,"number of animals","double precision","YES","0"
"mabarchive","tblanimalreq",7,"dailyrate","double precision","YES","0"
"mabarchive","tblcapsstaff",1,"mnumber","character varying","NO",""
"mabarchive","tblcapsstaff",2,"name","character varying","NO",""
"mabarchive","tblcapsstaff",3,"dt2number","character varying","YES",""
"mabarchive","tblcomments",1,"commentno","integer","NO","nextval('mabarchive.tblcomments_commentno_seq'::regclass)"
"mabarchive","tblcomments",2,"project","character varying","NO",""
"mabarchive","tblcomments",3,"year","smallint","NO",""
"mabarchive","tblcomments",4,"dateentered","timestamp without time zone","YES",""
"mabarchive","tblcomments",5,"topic","character varying","NO",""
"mabarchive","tblcomments",6,"comment","text","YES",""
"mabarchive","tblcomments",7,"madeby","character varying","YES",""
"mabarchive","tblcsg7_accountgroups",1,"csg7group","character varying","NO",""
"mabarchive","tblcsg7_accountgroups",2,"useinflation","boolean","YES","true"
"mabarchive","tbldb_var",1,"year","integer","YES",""
"mabarchive","tbldbvariables",1,"db_variable","character varying","NO",""
"mabarchive","tbldbvariables",2,"nval","double precision","YES","0"
"mabarchive","tbldisease",1,"disease","character varying","NO",""
"mabarchive","tbleugrade_conversion",1,"vlagrade","character varying","NO",""
"mabarchive","tbleugrade_conversion",2,"eugrade","character varying","YES",""
"mabarchive","tblfpsyearstoimport",1,"fpsname","character varying","NO",""
"mabarchive","tblimages",1,"imageid","integer","NO",""
"mabarchive","tblimages",2,"image","bytea","YES",""
"mabarchive","tblimages",3,"decription","character varying","YES",""
"mabarchive","tbllogmilestone",1,"project","character varying","YES",""
"mabarchive","tbllogmilestone",2,"number","character varying","YES",""
"mabarchive","tbllogmilestone",3,"description","character varying","YES",""
"mabarchive","tbllogmilestone",4,"datedue","timestamp without time zone","YES",""
"mabarchive","tbllogmilestone",5,"datecompleted","timestamp without time zone","YES",""
"mabarchive","tbllogmilestone",6,"dateformreceived","timestamp without time zone","YES",""
"mabarchive","tbllogmilestone",7,"undersdreview","smallint","YES",""
"mabarchive","tbllogmilestone",8,"ontarget","smallint","YES",""
"mabarchive","tbllogmilestone",9,"projectleadercomment","text","YES",""
"mabarchive","tbllogmilestone",10,"capscomment","character varying","YES",""
"mabarchive","tbllogmilestone",11,"idtype","character","YES",""
"mabarchive","tbllogmilestone",12,"datechanged","timestamp without time zone","YES",""
"mabarchive","tbllogmilestone",13,"changedby","character varying","YES",""
"mabarchive","tbllogmilestone",14,"updatetype","character","YES",""
"mabarchive","tbllogmilestone",15,"id","integer","NO","nextval('mabarchive.tbllogmilestone_id_seq'::regclass)"
"mabarchive","tblmaintenance",1,"formname","character varying","NO",""
"mabarchive","tblmaintenance",2,"description","character varying","YES",""
"mabarchive","tblmaintenance",3,"usernotes","character varying","YES",""
"mabarchive","tblmaintenance",4,"obsolete?","boolean","NO",""
"mabarchive","tblmaintenance",5,"displayseq","integer","YES",""
"mabarchive","tblmilestone",1,"project","character varying","NO",""
"mabarchive","tblmilestone",2,"number","character varying","NO",""
"mabarchive","tblmilestone",3,"description","character varying","YES",""
"mabarchive","tblmilestone",4,"datedue","timestamp without time zone","NO",""
"mabarchive","tblmilestone",5,"datecompleted","timestamp without time zone","YES",""
"mabarchive","tblmilestone",6,"dateformreceived","timestamp without time zone","YES",""
"mabarchive","tblmilestone",7,"undersdreview","smallint","YES","0"
"mabarchive","tblmilestone",8,"ontarget","smallint","YES","0"
"mabarchive","tblmilestone",9,"projectleadercomment","text","YES",""
"mabarchive","tblmilestone",10,"capscomment","character varying","YES",""
"mabarchive","tblmilestone",11,"idtype","character","YES",""
"mabarchive","tblprofitcentre_manager_link",1,"profitcentre","character varying","NO",""
"mabarchive","tblprofitcentre_manager_link",2,"manager","character varying","NO",""
"mabarchive","tblprogram_manager_link",1,"program","character varying","NO",""
"mabarchive","tblprogram_manager_link",2,"manager","character varying","NO",""
"mabarchive","tblproject",1,"project","character varying","NO",""
"mabarchive","tblproject",2,"plancat","character varying","YES",""
"mabarchive","tblproject",3,"projecttitle","character varying","YES",""
"mabarchive","tblproject",4,"programme","character varying","YES",""
"mabarchive","tblproject",5,"projectworkgroup","character varying","YES",""
"mabarchive","tblproject",6,"contractprice","double precision","YES",""
"mabarchive","tblproject",7,"startdate","date","YES",""
"mabarchive","tblproject",8,"disease","character varying","YES",""
"mabarchive","tblproject",9,"startfyear","double precision","YES","0"
"mabarchive","tblproject",10,"customer name","character varying","YES",""
"mabarchive","tblproject",11,"contract number","character varying","YES",""
"mabarchive","tblproject",12,"submittedbyfname","character varying","YES",""
"mabarchive","tblproject",13,"submittedbylname","character varying","YES",""
"mabarchive","tblproject",14,"date of submission","date","YES",""
"mabarchive","tblproject",15,"prepared by","character varying","YES",""
"mabarchive","tblproject",16,"inflation","integer","YES","0"
"mabarchive","tblproject",17,"financialyears","integer","YES",""
"mabarchive","tblproject",18,"notes","character varying","YES",""
"mabarchive","tblproject",19,"euroconvrate","double precision","YES",""
"mabarchive","tblproject",20,"isdefraproject","smallint","YES",""
"mabarchive","tblprojectmanager",1,"projectmanager","character varying","NO",""
"mabarchive","tblprojectmanager",2,"email","character varying","YES",""
"mabarchive","tblprojectmanager",3,"mnumber","character varying","YES",""
"mabarchive","tblprojectmanager",4,"disable","boolean","NO","false"
"mabarchive","tblprojectreviewitems",1,"project","character varying","NO",""
"mabarchive","tblprojectreviewitems",2,"itemid","integer","NO",""
"mabarchive","tblprojectreviewitems",3,"frequencyid","integer","YES",""
"mabarchive","tblprojectyear",1,"project","character varying","NO",""
"mabarchive","tblprojectyear",2,"yearno","integer","NO",""
"mabarchive","tblprojectyear",3,"markup_time","double precision","YES",""
"mabarchive","tblprojectyear",4,"markup_tests","double precision","YES",""
"mabarchive","tblprojectyear",5,"markup_animals","double precision","YES",""
"mabarchive","tblprojectyear",6,"markup_additional","double precision","YES",""
"mabarchive","tblprojectyear",7,"profit_time","double precision","YES",""
"mabarchive","tblprojectyear",8,"profit_tests","double precision","YES",""
"mabarchive","tblprojectyear",9,"profit_animals","double precision","YES",""
"mabarchive","tblprojectyear",10,"profit_additional","double precision","YES",""
"mabarchive","tblproposedproject",1,"id","integer","NO","nextval('mabarchive.tblproposedproject_id_seq'::regclass)"
"mabarchive","tblproposedproject",2,"parentproject","character varying","NO",""
"mabarchive","tblproposedproject",3,"projecttitle","character varying","YES",""
"mabarchive","tblproposedproject",4,"program","character varying","YES",""
"mabarchive","tblproposedproject",5,"customer","character varying","YES",""
"mabarchive","tblproposedproject",6,"manager","character varying","YES",""
"mabarchive","tblproposedproject",7,"projectstatus","character varying","YES",""
"mabarchive","tblproposedproject",8,"costbookno","character varying","YES",""
"mabarchive","tblproposedproject",9,"disease","character varying","YES",""
"mabarchive","tblproposedproject",10,"reason","character varying","YES",""
"mabarchive","tblpublication",1,"uid","integer","NO","nextval('mabarchive.tblpublication_uid_seq'::regclass)"
"mabarchive","tblpublication",2,"identifier","character varying","NO",""
"mabarchive","tblpublication",3,"type","character varying","NO",""
"mabarchive","tblpublication",4,"program","character varying","NO",""
"mabarchive","tblpublication",5,"subject","character varying","YES",""
"mabarchive","tblpublication",6,"leadauthor","character varying","YES",""
"mabarchive","tblpublication",7,"otherauthors","character varying","YES",""
"mabarchive","tblpublication",8,"targetdate","date","YES",""
"mabarchive","tblpublication",9,"submitted","date","YES",""
"mabarchive","tblpublication",10,"published","boolean","NO",""
"mabarchive","tblpublication",11,"comments","text","YES",""
"mabarchive","tblpublicationproject",1,"publicationuid","integer","NO",""
"mabarchive","tblpublicationproject",2,"parentproject","character varying","NO",""
"mabarchive","tblradtrackcontract",1,"contract","character varying","NO",""
"mabarchive","tblradtrackinvoice",1,"invoicecounter","integer","NO","0"
"mabarchive","tblradtrackinvoice",2,"project","character varying","YES",""
"mabarchive","tblradtrackinvoice",3,"plannedamount","double precision","YES",""
"mabarchive","tblradtrackinvoice",4,"dueamount","double precision","YES",""
"mabarchive","tblradtrackinvoice",5,"duedate","timestamp without time zone","YES",""
"mabarchive","tblradtrackinvoice",6,"actualamount","double precision","YES",""
"mabarchive","tblradtrackinvoice",7,"dateinvoiced","timestamp without time zone","YES",""
"mabarchive","tblradtrackinvoice",8,"contract","character varying","YES",""
"mabarchive","tblradtrackinvoice",9,"datejobsheetraised","timestamp without time zone","YES",""
"mabarchive","tblradtrackinvoice",10,"invoiceref","character varying","YES",""
"mabarchive","tblradtrackinvoice",11,"invoicepaid","smallint","NO",""
"mabarchive","tblradtrackprog",1,"program","character varying","NO",""
"mabarchive","tblradtrackprog",2,"radtrackprog","boolean","NO",""
"mabarchive","tblradtrackprog",3,"publicationprefix","character varying","YES",""
"mabarchive","tblreport",1,"id","integer","NO",""
"mabarchive","tblreport",2,"reportname","character varying","NO",""
"mabarchive","tblreport",3,"reportdescription","character varying","YES",""
"mabarchive","tblreport",4,"filter","character varying","YES",""
"mabarchive","tblreport",5,"mailcomment","character varying","YES",""
"mabarchive","tblreport",6,"mailtitle","character varying","YES",""
"mabarchive","tblreport",7,"emailable","boolean","NO",""
"mabarchive","tblreport",8,"sortorder","integer","YES",""
"mabarchive","tblreport",9,"allowpickprogramme","boolean","NO",""
"mabarchive","tblreport",10,"allowpickproject","boolean","NO",""
"mabarchive","tblreport",11,"allowpickmanager","boolean","NO",""
"mabarchive","tblreport",12,"allowpickcontract","boolean","NO",""
"mabarchive","tblreport",13,"allowpickcustomer","boolean","NO",""
"mabarchive","tblreport",14,"allowpickmonth","boolean","NO",""
"mabarchive","tblreport",15,"allowpickfyear","boolean","NO",""
"mabarchive","tblreport",16,"reporthelp","character varying","YES",""
"mabarchive","tblreport",17,"type","character","NO",""
"mabarchive","tblreportgroup",1,"groupid","integer","NO","nextval('mabarchive.tblreportgroup_groupid_seq'::regclass)"
"mabarchive","tblreportgroup",2,"description","character varying","NO",""
"mabarchive","tblreportgroup_link",1,"reportid","integer","NO",""
"mabarchive","tblreportgroup_link",2,"groupid","integer","NO",""
"mabarchive","tblstaffrequ",1,"sr_identity","integer","NO","nextval('mabarchive.tblstaffrequ_sr_identity_seq'::regclass)"
"mabarchive","tblstaffrequ",2,"project","character varying","YES",""
"mabarchive","tblstaffrequ",3,"year","integer","YES","0"
"mabarchive","tblstaffrequ",4,"wggrade","character varying","NO",""
"mabarchive","tblstaffrequ",5,"name","character varying","YES",""
"mabarchive","tblstaffrequ",6,"nohours","double precision","YES","0"
"mabarchive","tblstaffrequ",7,"nodays","double precision","YES","0"
"mabarchive","tblstaffrequ",8,"chargerate","double precision","YES","0"
"mabarchive","tblstaffrequ",9,"payrate","double precision","YES",""
"mabarchive","tblstaffrequ",10,"npr","double precision","YES",""
"mabarchive","tblstaffrequ",11,"ohr","double precision","YES",""
"mabarchive","tbltestrequ",1,"project","character varying","NO",""
"mabarchive","tbltestrequ",2,"year","integer","NO","0"
"mabarchive","tbltestrequ",3,"testcode","character varying","NO",""
"mabarchive","tbltestrequ",4,"notests","double precision","YES","0"
"mabarchive","tbltestrequ",5,"unitprice","double precision","YES","0"
"mabarchive","temptbladditionalcosts",1,"ac_identity","integer","NO","nextval('mabarchive.temptbladditionalcosts_ac_identity_seq'::regclass)"
"mabarchive","temptbladditionalcosts",2,"project","integer","YES","0"
"mabarchive","temptbladditionalcosts",3,"year","integer","YES","0"
"mabarchive","temptbladditionalcosts",4,"accountcat","character varying","YES",""
"mabarchive","temptbladditionalcosts",5,"description","character varying","YES",""
"mabarchive","temptbladditionalcosts",6,"itemcost","double precision","YES","0"
"mabarchive","temptbladditionalcosts",7,"costentered","double precision","YES","0"
"mabarchive","temptbladditionalcosts",8,"freq","character varying","YES",""
"mabarchive","temptblanimalreq",1,"ar_identity","integer","NO","nextval('mabarchive.temptblanimalreq_ar_identity_seq'::regclass)"
"mabarchive","temptblanimalreq",2,"project","integer","YES","0"
"mabarchive","temptblanimalreq",3,"year","integer","YES","0"
"mabarchive","temptblanimalreq",4,"animaltype","character varying","YES",""
"mabarchive","temptblanimalreq",5,"number of days","double precision","YES","0"
"mabarchive","temptblanimalreq",6,"number of animals","double precision","YES","0"
"mabarchive","temptblanimalreq",7,"dailyrate","double precision","YES","0"
"mabarchive","temptblproject",1,"project","integer","NO","0"
"mabarchive","temptblproject",2,"programme","character varying","YES",""
"mabarchive","temptblproject",3,"plancat","character varying","YES",""
"mabarchive","temptblproject",4,"projecttitle","character varying","YES",""
"mabarchive","temptblproject",5,"projectworkgroup","character varying","YES",""
"mabarchive","temptblproject",6,"contractprice","double precision","YES",""
"mabarchive","temptblproject",7,"startdate","date","YES",""
"mabarchive","temptblproject",8,"disease","character varying","YES",""
"mabarchive","temptblproject",9,"startfyear","numeric","YES","0"
"mabarchive","temptblproject",10,"customer name","character varying","YES",""
"mabarchive","temptblproject",11,"contract number","character varying","YES",""
"mabarchive","temptblproject",12,"submitted by","character varying","YES",""
"mabarchive","temptblproject",13,"date of submission","date","YES",""
"mabarchive","temptblproject",14,"prepared by","character varying","YES",""
"mabarchive","temptblproject",15,"inflation","boolean","YES","false"
"mabarchive","temptblproject",16,"ready","boolean","YES","false"
"mabarchive","temptblproject",17,"financialyears","boolean","YES","true"
"mabarchive","temptblproject",18,"notes","character varying","YES",""
"mabarchive","temptblprojectyear",1,"project","integer","NO","0"
"mabarchive","temptblprojectyear",2,"yearno","integer","NO",""
