table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
"fps","workgroupgrade",4,"workgroup","USER-DEFINED","NO",""
"fps","workgroupgrade",5,"chargeratewg","money","YES",""
"fps","workgroupgrade",6,"directratewg","money","YES","0"
"fps","workgroupgrade",7,"payratewg","money","YES","0"
"fps","workgroupgrade",8,"nprwg","money","YES","0"
"fps","workgroupgrade",9,"ohrwg","money","YES","0"
"fps","workgroupgrade",10,"avsalary","money","YES","0"
"fps","workgroupgrade",11,"hrschangedby","character varying","YES",""
"fps","workgroupgrade",12,"fpsyear","integer","NO",""
"fps","workgroupmonth",1,"workgroup","character varying","NO",""
"fps","workgroupmonth",2,"month","double precision","NO",""
"fps","workgroupmonth",3,"runningcost","money","NO",""
"fps","workgroupmonth",4,"runcostprofile","money","NO",""
"fps","workgroupmonth",5,"fpsyear","integer","NO",""
"mabarchive","g_tlkpproject",1,"parentproject","character varying","NO",""
"mabarchive","g_tlkpproject",2,"projecttitle","character varying","YES",""
"mabarchive","g_tlkpproject",3,"costbookno","character varying","YES",""
"mabarchive","g_tlkpproject",4,"disease","character varying","YES",""
"mabarchive","g_tlkpproject",5,"contract","character varying","YES",""
"mabarchive","g_tlkpproject",6,"shorttitle","character varying","YES",""
"mabarchive","g_tlkpproject",7,"projectstatus","character varying","YES",""
"mabarchive","g_tlkpproject_radtrackdata",1,"parentproject","character varying","NO",""
"mabarchive","g_tlkpproject_radtrackdata",2,"version","character varying","YES",""
"mabarchive","g_tlkpproject_radtrackdata",3,"fileref","character varying","YES",""
"mabarchive","g_tlkpproject_radtrackdata",4,"customerref","character varying","YES",""
"mabarchive","g_tlkpproject_radtrackdata",5,"startdate","date","YES",""
"mabarchive","g_tlkpproject_radtrackdata",6,"enddate","date","YES",""
"mabarchive","g_tlkpproject_radtrackdata",7,"finalreportreceived","date","YES",""
"mabarchive","g_tlkpproject_radtrackdata",8,"finalreportsent","date","YES",""
"mabarchive","g_tlkpproject_radtrackdata",9,"inflation","smallint","YES","0"
"mabarchive","g_tlkpproject_radtrackdata",10,"closeddate","date","YES",""
"mabarchive","g_tlkpproject_radtrackdata",11,"useprojectyear","smallint","NO","0"
"mabarchive","g_tlkpproject_radtrackdata",12,"status","character varying","YES",""
"mabarchive","g_tlkpproject_radtrackdata",13,"pcforecastspend","double precision","YES",""
"mabarchive","g_tlkpproject_radtrackdata",14,"riskid","integer","YES",""
"mabarchive","g_tlkpproject_radtrackdata",15,"costbooknumber","character varying","YES",""
"mabarchive","g_tlkpproject_radtrackdata",16,"revisedenddate","date","YES",""
"mabarchive","g_tlkpproject_radtrackdata",17,"formrequired","boolean","NO","true"
"mabarchive","g_tlkpproject_radtrackdata",18,"overallcustincome","money","YES",""
"mabarchive","my_fpsyeartotals",1,"year","smallint","NO",""
"mabarchive","my_fpsyeartotals",2,"parentproject","character varying","NO",""
"mabarchive","my_fpsyeartotals",3,"program","character varying","NO",""
"mabarchive","my_fpsyeartotals",4,"totaladditionalcosts","money","YES",""
"mabarchive","my_fpsyeartotals",5,"totalanimalcosts","double precision","YES",""
"mabarchive","my_fpsyeartotals",6,"totalstaffcosts","double precision","YES",""
"mabarchive","my_fpsyeartotals",7,"totaltestcosts","double precision","YES",""
"mabarchive","my_fpsyeartotals",8,"totalcosts","double precision","YES",""
"mabarchive","my_fpsyeartotals",9,"custincome","money","NO",""
"mabarchive","my_fpsyeartotals",10,"transferincome","money","NO",""
"mabarchive","my_fpsyeartotals",11,"totalincome","money","NO",""
"mabarchive","my_fpsyeartotals",12,"budget_cvl","money","YES",""
"mabarchive","my_fpsyeartotals",13,"requiredprofit","money","YES",""
"mabarchive","my_fpsyeartotals",14,"manager","character varying","YES",""
"mabarchive","my_fpsyeartotals",15,"customer","character varying","YES",""
"mabarchive","my_fpsyeartotals",16,"projectstatus","character varying","NO",""
"mabarchive","my_fpsyeartotals",17,"pvsincome","money","YES",""
"mabarchive","my_fpsyeartotals",18,"plancaseworkdebit","money","YES",""
"mabarchive","my_fpsyeartotals",19,"totalpaycosts","double precision","YES",""
"mabarchive","my_milestoneformdates",1,"year","smallint","NO",""
"mabarchive","my_milestoneformdates",2,"parentproject","character varying","NO",""
"mabarchive","my_milestoneformdates",3,"jan","timestamp without time zone","YES",""
"mabarchive","my_milestoneformdates",4,"feb","timestamp without time zone","YES",""
"mabarchive","my_milestoneformdates",5,"mar","timestamp without time zone","YES",""
"mabarchive","my_milestoneformdates",6,"apr","timestamp without time zone","YES",""
"mabarchive","my_milestoneformdates",7,"may","timestamp without time zone","YES",""
"mabarchive","my_milestoneformdates",8,"jun","timestamp without time zone","YES",""
"mabarchive","my_milestoneformdates",9,"jul","timestamp without time zone","YES",""
"mabarchive","my_milestoneformdates",10,"aug","timestamp without time zone","YES",""
"mabarchive","my_milestoneformdates",11,"sep","timestamp without time zone","YES",""
"mabarchive","my_milestoneformdates",12,"oct","timestamp without time zone","YES",""
"mabarchive","my_milestoneformdates",13,"nov","timestamp without time zone","YES",""
"mabarchive","my_milestoneformdates",14,"dec","timestamp without time zone","YES",""
"mabarchive","my_monthlyoutput",1,"year","smallint","NO",""
"mabarchive","my_monthlyoutput",2,"testcode","character varying","NO",""
"mabarchive","my_monthlyoutput",3,"buyer","character varying","NO",""
"mabarchive","my_monthlyoutput",4,"month","double precision","NO",""
"mabarchive","my_monthlyoutput",5,"workgroup","character varying","NO",""
"mabarchive","my_monthlyoutput",6,"volume","double precision","YES",""
"mabarchive","my_monthlyoutput",7,"wgbuyer","character varying","YES",""
"mabarchive","my_monthlytime",1,"year","smallint","NO",""
"mabarchive","my_monthlytime",2,"pactstaffid","character varying","NO",""
"mabarchive","my_monthlytime",3,"timecode","character varying","NO",""
"mabarchive","my_monthlytime",4,"month","double precision","NO",""
"mabarchive","my_monthlytime",5,"parentproject","character varying","NO",""
"mabarchive","my_monthlytime",6,"workgroup","character varying","YES",""
"mabarchive","my_monthlytime",7,"hours","double precision","YES",""
"mabarchive","my_profitcentregrade",1,"year","integer","NO",""
"mabarchive","my_profitcentregrade",2,"pcgrade","character varying","NO",""
"mabarchive","my_profitcentregrade",3,"divisiongrade","character varying","NO",""
"mabarchive","my_profitcentregrade",4,"gradecode","character varying","NO",""
"mabarchive","my_profitcentregrade",5,"profitcentre","character varying","NO",""
"mabarchive","my_profitcentregrade",6,"chargerate","money","YES",""
"mabarchive","my_profitcentregrade",7,"directrate","money","YES",""
"mabarchive","my_profitcentregrade",8,"payrate","money","YES",""
"mabarchive","my_profitcentregrade",9,"npr","money","YES",""
"mabarchive","my_profitcentregrade",10,"ohr","money","YES",""
"mabarchive","my_proj_invoice",1,"year","smallint","NO",""
"mabarchive","my_proj_invoice",2,"projectparent","character varying","NO",""
"mabarchive","my_proj_invoice",3,"month","integer","YES",""
"mabarchive","my_proj_invoice",4,"amount","money","YES",""
"mabarchive","my_proj_invoice",5,"costofwork","money","YES",""
"mabarchive","my_proj_invoice",6,"wip","money","YES",""
"mabarchive","my_proj_invoice",7,"profitloss","money","YES",""
"mabarchive","my_proj_invoice",8,"detail","character varying","YES",""
"mabarchive","my_proj_invoice",9,"invoicecounter","integer","NO",""
"mabarchive","my_proj_invoice",10,"type","character varying","YES",""
"mabarchive","my_proj_subcontract",1,"year","smallint","NO",""
"mabarchive","my_proj_subcontract",2,"subcontcounter","integer","NO",""
"mabarchive","my_proj_subcontract",3,"project","character varying","YES",""
"mabarchive","my_proj_subcontract",4,"testjob","character varying","YES",""
"mabarchive","my_proj_subcontract",5,"month","real","YES",""
"mabarchive","my_proj_subcontract",6,"amount","money","YES",""
"mabarchive","my_proj_subcontract",7,"workgroup","character varying","YES",""
"mabarchive","my_proj_subcontract",8,"acctcode","character varying","YES",""
"mabarchive","my_proj_subcontract",9,"supplier","character varying","YES",""
"mabarchive","my_proj_subcontract",10,"description","character varying","YES",""
"mabarchive","my_proj_subcontract",11,"suppliernumber","integer","YES",""
"mabarchive","my_proj_subcontract",12,"dailyrate","money","YES",""
"mabarchive","my_proj_subcontract",13,"animaldays","integer","YES",""
"mabarchive","my_projectmonthfinal",1,"year","smallint","NO",""
"mabarchive","my_projectmonthfinal",2,"project","character varying","NO",""
"mabarchive","my_projectmonthfinal",3,"monthno","double precision","NO",""
"mabarchive","my_projectmonthfinal",4,"periodname","character varying","YES",""
"mabarchive","my_projectmonthfinal",5,"cumflag","double precision","YES",""
"mabarchive","my_projectmonthfinal",6,"costprofile","money","YES",""
"mabarchive","my_projectmonthfinal",7,"subcontracts","money","YES",""
"mabarchive","my_projectmonthfinal",8,"animals","money","YES",""
"mabarchive","my_projectmonthfinal",9,"nonanimals","money","YES",""
"mabarchive","my_projectmonthfinal",10,"timecosts","money","YES",""
"mabarchive","my_projectmonthfinal",11,"transfercosts","money","YES",""
"mabarchive","my_projectmonthfinal",12,"totalcost","money","YES",""
"mabarchive","my_projectmonthfinal",13,"invoices","money","YES",""
"mabarchive","my_projectmonthfinal",14,"coiw","money","YES",""
"mabarchive","my_projectmonthfinal",15,"portsales","money","YES",""
"mabarchive","my_projectmonthfinal",16,"cumcost","money","YES",""
"mabarchive","my_projectmonthfinal",17,"cumprofile","money","YES",""
"mabarchive","my_projectmonthfinal",18,"sumofcostprofile","money","YES",""
"mabarchive","my_projectmonthfinal",19,"cuminvoices","money","YES",""
"mabarchive","my_projectmonthfinal",20,"cumcoiw","money","YES",""
"mabarchive","my_projectmonthfinal",21,"cumportsales","money","YES",""
"mabarchive","my_projectmonthfinal",22,"mstonedue","integer","YES",""
"mabarchive","my_projectmonthfinal",23,"due__done","double precision","YES",""
"mabarchive","my_projectmonthfinal",24,"ontime","double precision","YES",""
"mabarchive","my_projectmonthfinal",25,"sumofmstonedue","double precision","YES",""
"mabarchive","my_projectmonthfinal",26,"sumofdue__done","double precision","YES",""
"mabarchive","my_projectmonthfinal",27,"sumofontime","double precision","YES",""
"mabarchive","my_projectmonthfinal",28,"cwdebit","money","YES",""
"mabarchive","my_projectmonthfinal",29,"cwcredit","money","YES",""
"mabarchive","my_projectmonthfinal",30,"cumcwdebit","money","YES",""
"mabarchive","my_projectmonthfinal",31,"cumcwcredit","money","YES",""
"mabarchive","my_projectmonthfinal",32,"totalhours","double precision","YES",""
"mabarchive","my_projectmonthfinal",33,"cumtotalhours","double precision","YES",""
"mabarchive","my_projectmonthfinal",34,"cumsubcontracts","double precision","YES",""
"mabarchive","my_projectmonthfinal",35,"cumtestcosts","double precision","YES",""
"mabarchive","my_projectmonthfinal",36,"paycosts","double precision","YES",""
"mabarchive","my_projectmonthfinal",37,"cumpaycosts","double precision","YES",""
"mabarchive","my_radtrack_reports",1,"year","smallint","NO",""
"mabarchive","my_radtrack_reports",2,"project","character varying","NO",""
"mabarchive","my_radtrack_reports",3,"type","character varying","NO",""
"mabarchive","my_radtrack_reports",4,"reminder1","date","YES",""
"mabarchive","my_radtrack_reports",5,"reminder2","date","YES",""
"mabarchive","my_radtrack_reports",6,"replyreceived","date","YES",""
"mabarchive","my_radtrack_reports",7,"senttoprogmanager","date","YES",""
"mabarchive","my_radtrack_reports",8,"senttoprojleader","date","YES",""
"mabarchive","my_radtrack_reports",9,"emailedtocustomer","date","YES",""
"mabarchive","my_radtrack_reports",10,"signedcopytocustomer","date","YES",""
"mabarchive","my_radtrack_reports",11,"repduedate","date","YES",""
"mabarchive","my_radtrack_reports",12,"id","integer","NO","nextval('mabarchive.my_radtrack_reports_id_seq'::regclass)"
"mabarchive","my_radtrack_reports",13,"reportagreeddate","date","YES",""
"mabarchive","my_staff",1,"year","smallint","NO",""
"mabarchive","my_staff",2,"staffid","character varying","NO",""
"mabarchive","my_staff",3,"workgroupgrade","character varying","NO",""
"mabarchive","my_staff",4,"name","character varying","NO",""
"mabarchive","my_staff",5,"title","character varying","YES",""
"mabarchive","my_staff",6,"personstatus","character varying","YES",""
"mabarchive","my_staff",7,"personclass","character varying","YES",""
"mabarchive","my_staff",8,"hrspaid","double precision","YES",""
"mabarchive","my_staff",9,"leave","double precision","YES",""
"mabarchive","my_staff",10,"sickspecial","double precision","YES",""
"mabarchive","my_staff",11,"hrsavail","double precision","YES",""
"mabarchive","my_tbladditionalcosts",1,"year","smallint","NO",""
"mabarchive","my_tbladditionalcosts",2,"jobcode","character varying","NO",""
"mabarchive","my_tbladditionalcosts",3,"account","character varying","NO",""
"mabarchive","my_tbladditionalcosts",4,"description","character varying","NO",""
"mabarchive","my_tbladditionalcosts",5,"itemcost","money","NO",""
"mabarchive","my_tbladditionalcosts",6,"freq","character varying","YES",""
"mabarchive","my_tbladditionalcosts",7,"supplier","character varying","YES",""
"mabarchive","my_tbladditionalcosts",8,"ac_counter","integer","NO",""
"mabarchive","my_tbladditionalcosts_old",1,"Year","smallint","NO",""
"mabarchive","my_tbladditionalcosts_old",2,"JobCode","character varying","NO",""
"mabarchive","my_tbladditionalcosts_old",3,"Account","character varying","NO",""
"mabarchive","my_tbladditionalcosts_old",4,"Description","character varying","NO",""
"mabarchive","my_tbladditionalcosts_old",5,"ItemCost","money","NO",""
"mabarchive","my_tbladditionalcosts_old",6,"Freq","character varying","YES",""
"mabarchive","my_tbladditionalcosts_old",7,"Supplier","character varying","YES",""
"mabarchive","my_tbladditionalcosts_old",8,"AC_Counter","integer","NO","nextval('mabarchive.my_tbladditionalcosts_ac_counter_seq'::regclass)"
"mabarchive","my_tblanimalreq",1,"year","smallint","NO",""
"mabarchive","my_tblanimalreq",2,"jobcode","character varying","NO",""
"mabarchive","my_tblanimalreq",3,"animaltype","character varying","NO",""
"mabarchive","my_tblanimalreq",4,"numberofdays","double precision","NO",""
"mabarchive","my_tblanimalreq",5,"numberofanimals","double precision","NO",""
"mabarchive","my_tblanimalreq",6,"ar_counter","integer","NO","nextval('mabarchive.my_tblanimalreq_ar_counter_seq'::regclass)"
"mabarchive","my_tblanimals",1,"year","smallint","NO",""
"mabarchive","my_tblanimals",2,"animaltype","character varying","NO",""
"mabarchive","my_tblanimals",3,"species","character varying","YES",""
"mabarchive","my_tblanimals",4,"security_level","character varying","YES",""
"mabarchive","my_tblanimals",5,"dailyrate","money","YES",""
"mabarchive","my_tblanimals",6,"planbyweek","boolean","YES",""
"mabarchive","my_tblanimals",7,"defradailyrate","money","YES",""
"mabarchive","my_tblcontract",1,"year","smallint","NO",""
"mabarchive","my_tblcontract",2,"contractno","character varying","NO",""
"mabarchive","my_tblcontract",3,"category","character varying","NO",""
"mabarchive","my_tblcontract",4,"manager","character varying","YES",""
"mabarchive","my_tblcontract",5,"customer","character varying","YES",""
"mabarchive","my_tblcontract",6,"title","character varying","YES",""
"mabarchive","my_tblcontract",7,"registereddate","date","YES",""
"mabarchive","my_tblcontract",8,"startdate","date","YES",""
"mabarchive","my_tblcontract",9,"enddate","date","YES",""
"mabarchive","my_tblcontract",10,"contractdoc","bytea","YES",""
"mabarchive","my_tblcontract",11,"duration","integer","YES",""
"mabarchive","my_tblprofitcentre",1,"year","smallint","NO",""
"mabarchive","my_tblprofitcentre",2,"profitcentre","character varying","NO",""
"mabarchive","my_tblprofitcentre",3,"profitcentrename","character varying","NO",""
"mabarchive","my_tblprofitcentre",4,"division","character varying","NO",""
"mabarchive","my_tblprofitcentre",5,"conttarget","money","YES",""
"mabarchive","my_tblprofitcentre",6,"profitcentrehead","character varying","YES",""
"mabarchive","my_tblprofitcentre",7,"divisionid","integer","YES",""
"mabarchive","my_tblstaffjob",1,"year","smallint","NO",""
"mabarchive","my_tblstaffjob",2,"staffid","character varying","NO",""
"mabarchive","my_tblstaffjob",3,"jobcode","character varying","NO",""
"mabarchive","my_tblstaffjob",4,"plannedhours","double precision","NO",""
"mabarchive","my_tblstaffjob",5,"systimestamp","bytea","YES",""
"mabarchive","my_testorproduct",1,"year","smallint","NO",""
"mabarchive","my_testorproduct",2,"itemcode","character varying","NO",""
"mabarchive","my_testorproduct",3,"itemdescription","character varying","YES",""
"mabarchive","my_testorproduct",4,"testmanager","character varying","YES",""
"mabarchive","my_testorproduct",5,"jobstatus","character varying","YES",""
"mabarchive","my_testorproduct",6,"unitpricevla","money","YES",""
"mabarchive","my_testorproduct",7,"priceahvg","money","YES",""
"mabarchive","my_testorproduct",8,"owner","character varying","YES",""
"mabarchive","my_testorproduct",9,"chargemethod","character varying","YES",""
"mabarchive","my_testorproduct",10,"shortdescription","character","YES",""
"mabarchive","my_testorproduct",11,"defraunitprice","money","YES",""
"mabarchive","my_timecostcalcs",1,"year","smallint","NO",""
"mabarchive","my_timecostcalcs",2,"workgroup","character varying","NO",""
"mabarchive","my_timecostcalcs",3,"jobcode","character varying","NO",""
"mabarchive","my_timecostcalcs",4,"project","character varying","NO",""
"mabarchive","my_timecostcalcs",5,"month","double precision","NO",""
"mabarchive","my_timecostcalcs",6,"staffid","character varying","NO",""
"mabarchive","my_timecostcalcs",7,"gradecode","character varying","YES",""
"mabarchive","my_timecostcalcs",8,"name","character varying","YES",""
"mabarchive","my_timecostcalcs",9,"chargerate","money","YES",""
"mabarchive","my_timecostcalcs",10,"class","character varying","YES",""
"mabarchive","my_timecostcalcs",11,"time","double precision","YES",""
"mabarchive","my_timecostcalcs",12,"cost","double precision","YES",""
"mabarchive","my_timecostcalcs",13,"division","character varying","YES",""
"mabarchive","my_timecostcalcs",14,"jobcodeold","character varying","YES",""
"mabarchive","my_timecostcalcs",15,"pay","money","YES",""
"mabarchive","my_timecostcalcs",16,"nonpay","money","YES",""
"mabarchive","my_timecostcalcs",17,"overhead","money","YES",""
"mabarchive","my_tlkpprogram",1,"year","smallint","NO",""
"mabarchive","my_tlkpprogram",2,"programno","character varying","NO",""
"mabarchive","my_tlkpprogram",3,"programname","character varying","YES",""
"mabarchive","my_tlkpprogram",4,"directorate","character varying","YES",""
"mabarchive","my_tlkpprogram",5,"minim","character varying","YES",""
"mabarchive","my_tlkpprogram",6,"sector_name","character varying","YES",""
"mabarchive","my_tlkpprogram",7,"customer","character varying","YES",""
"mabarchive","my_tlkpprogram",8,"target","money","YES",""
"mabarchive","my_tlkpprogram",9,"manager","character varying","YES",""
"mabarchive","my_tlkpproject",1,"year","smallint","NO",""
"mabarchive","my_tlkpproject",2,"parentproject","character varying","NO",""
"mabarchive","my_tlkpproject",3,"program","character varying","YES",""
"mabarchive","my_tlkpproject",4,"customer","character varying","YES",""
"mabarchive","my_tlkpproject",5,"manager","character varying","YES",""
"mabarchive","my_tlkpproject",6,"transferincome","money","YES",""
"mabarchive","my_tlkpproject",7,"custincome","money","YES",""
"mabarchive","my_tlkpproject",8,"wip_eoy","money","YES",""
"mabarchive","my_tlkpproject",9,"wip_limit","money","YES",""
"mabarchive","my_tlkpproject",10,"wip_current","money","YES",""
"mabarchive","my_tlkpproject",11,"projectstatus","character varying","YES",""
"mabarchive","my_tlkpproject",12,"datecreated","timestamp without time zone","YES",""
"mabarchive","my_tlkpproject",13,"feccost","money","YES",""
"mabarchive","my_tlkpproject",14,"profit","money","YES",""
"mabarchive","my_tlkpproject",15,"budget_cvl","money","YES",""
"mabarchive","my_tlkpproject",16,"caseworksub","numeric","YES",""
"mabarchive","my_tlkpproject",17,"pvsincome","money","YES",""
"mabarchive","my_tlkpproject",18,"plancaseworkdebit","money","YES",""
"mabarchive","my_tlkpproject",19,"source","character","YES",""
"mabarchive","my_tlkpproject",20,"disease","character varying","YES",""
"mabarchive","my_tlkpproject",21,"contract","character varying","YES",""
"mabarchive","my_tlkpproject",22,"finished","smallint","YES",""
"mabarchive","my_tlkpproject",23,"comments","text","YES",""
"mabarchive","my_tlkpproject",24,"carryover","money","YES",""
"mabarchive","my_tlkpproject",25,"isdefraproject","smallint","YES",""
"mabarchive","my_tlkpproject",26,"costcentre","double precision","YES",""
"mabarchive","my_tlkpproject",27,"oracleprojectcode","character varying","YES",""
"mabarchive","my_tlkpproject",28,"subaccountcode","character varying","YES",""
"mabarchive","my_tlkpproject",29,"projectgroup","character varying","YES",""
"mabarchive","my_tlkpproject",30,"incomeaccountcode","character varying","YES",""
"mabarchive","my_tlkpproject_all",1,"year","smallint","NO",""
"mabarchive","my_tlkpproject_all",2,"parentproject","character varying","NO",""
"mabarchive","my_tlkpproject_all",3,"program","character varying","YES",""
"mabarchive","my_tlkpproject_all",4,"customer","character varying","YES",""
"mabarchive","my_tlkpproject_all",5,"manager","character varying","YES",""
"mabarchive","my_tlkpproject_all",6,"transferincome","money","YES",""
"mabarchive","my_tlkpproject_all",7,"custincome","money","YES",""
"mabarchive","my_tlkpproject_all",8,"wip_eoy","money","YES",""
"mabarchive","my_tlkpproject_all",9,"wip_limit","money","YES",""
"mabarchive","my_tlkpproject_all",10,"wip_current","money","YES",""
"mabarchive","my_tlkpproject_all",11,"projectstatus","character varying","YES",""
"mabarchive","my_tlkpproject_all",12,"datecreated","date","YES",""
"mabarchive","my_tlkpproject_all",13,"feccost","money","YES",""
"mabarchive","my_tlkpproject_all",14,"profit","money","YES",""
"mabarchive","my_tlkpproject_all",15,"budget_cvl","money","YES",""
"mabarchive","my_tlkpproject_all",16,"caseworksub","numeric","YES",""
"mabarchive","my_tlkpproject_all",17,"pvsincome","money","YES",""
"mabarchive","my_tlkpproject_all",18,"plancaseworkdebit","money","YES",""
"mabarchive","my_tlkpproject_all",19,"source","character","YES",""
"mabarchive","my_tlkpproject_all",20,"disease","character varying","YES",""
"mabarchive","my_tlkpproject_all",21,"contract","character varying","YES",""
"mabarchive","my_tlkpproject_all",22,"finished","smallint","YES",""
"mabarchive","my_tlkpproject_all",23,"comments","text","YES",""
"mabarchive","my_tlkpproject_all",24,"carryover","money","YES",""
"mabarchive","my_tlkpproject_all",25,"isdefraproject","smallint","YES",""
"mabarchive","my_tlkpproject_all",26,"costcentre","double precision","YES",""
"mabarchive","my_tlkpproject_all",27,"oracleprojectcode","character varying","YES",""
"mabarchive","my_tlkpproject_all",28,"subaccountcode","character varying","YES",""
"mabarchive","my_tlkpproject_all",29,"projectgroup","character varying","YES",""
"mabarchive","my_tlkpproject_all",30,"incomeaccountcode","character varying","YES",""
"mabarchive","my_tlkpprojectradtrackdata",1,"year","smallint","NO",""
"mabarchive","my_tlkpprojectradtrackdata",2,"project","character varying","NO",""
"mabarchive","my_tlkpprojectradtrackdata",3,"bfbudget","money","YES",""
"mabarchive","my_tlkpprojectradtrackdata",4,"pybudget","money","YES",""
"mabarchive","my_tlkpprojectradtrackdata",5,"seedcorn","money","YES",""
"mabarchive","my_tlkpprojectradtrackdata",6,"manhours","double precision","YES",""
"mabarchive","my_tlkpprojectradtrackdata",7,"mandays","double precision","YES",""
"mabarchive","my_tlkpprojectradtrackdata",8,"manyears","double precision","YES",""
"mabarchive","my_tlkpprojectradtrackdata",9,"paycosts","money","YES",""
"mabarchive","my_tlkpprojectradtrackdata",10,"nonpayohcosts","money","YES",""
"mabarchive","my_tlkpprojectradtrackdata",11,"testcosts","money","YES",""
"mabarchive","my_tlkpprojectradtrackdata",12,"animalcosts","money","YES",""
"mabarchive","my_tlkpprojectradtrackdata",13,"nonanimalcosts","money","YES",""
"mabarchive","my_tlkpprojectradtrackdata",14,"manhourschanged","smallint","YES","0"
"mabarchive","my_tlkpprojectradtrackdata",15,"paycostschanged","smallint","YES","0"
"mabarchive","my_tlkpprojectradtrackdata",16,"nonpayohcostschanged","smallint","YES","0"
"mabarchive","my_tlkpprojectradtrackdata",17,"testcostschanged","smallint","YES","0"
"mabarchive","my_tlkpprojectradtrackdata",18,"animalcostschanged","smallint","YES","0"
"mabarchive","my_tlkpprojectradtrackdata",19,"nonanimalcostschanged","smallint","YES","0"
"mabarchive","my_tlkpprojectradtrackdata",20,"adjustment","money","YES",""
"mabarchive","my_tlkpprojectradtrackdata",21,"adjustmentcomment","character varying","YES",""
"mabarchive","my_tlkpprojectradtrackdata",22,"locked","smallint","YES","0"
"mabarchive","my_tlkpprojectradtrackdata",23,"datecosted","timestamp without time zone","YES",""
"mabarchive","my_tlkpprojectradtrackdata",24,"costedby","character varying","YES",""
"mabarchive","my_tlkpprojectradtrackdata",25,"actualexpenditure","money","YES",""
"mabarchive","my_tlkpprojectradtrackdata",26,"actualmanyears","double precision","YES",""
"mabarchive","my_tlkpprojectradtrackdata",27,"vla_budget","money","YES",""
"mabarchive","my_tlkptestreqmt",1,"year","smallint","NO",""
"mabarchive","my_tlkptestreqmt",2,"testcode","character varying","NO",""
"mabarchive","my_tlkptestreqmt",3,"buyer","character varying","NO",""
"mabarchive","my_tlkptestreqmt",4,"unitprice","money","YES",""
"mabarchive","my_tlkptestreqmt",5,"norequired","double precision","YES",""
"mabarchive","my_tlkptestreqmt",6,"projectbuyercode","character varying","YES",""
"mabarchive","my_tlkptestreqmt",7,"testbuyercode","character varying","YES",""
"mabarchive","my_tlkptestreqmt",8,"source","character","YES",""
"mabarchive","my_workgroup",1,"year","smallint","NO",""
"mabarchive","my_workgroup",2,"workgroup","character varying","NO",""
"mabarchive","my_workgroup",3,"profitcentre","character varying","NO",""
"mabarchive","my_workgroup",4,"costcentre","double precision","YES",""
"mabarchive","my_workgroup",5,"owner","character varying","YES",""
"mabarchive","my_workgroup",6,"description","character varying","YES",""
"mabarchive","my_workgroup",7,"centraloverhead","money","YES",""
"mabarchive","my_workgroup",8,"sendemail","smallint","YES",""
"mabarchive","my_workgroup",9,"cos90","smallint","YES",""
"mabarchive","my_workgroup",10,"costcentreold","double precision","YES",""
"mabarchive","my_workgroup",11,"email_recipient","character varying","YES",""
"mabarchive","my_workgroupgrade",1,"year","integer","NO",""
"mabarchive","my_workgroupgrade",2,"wggrade","character varying","NO",""
"mabarchive","my_workgroupgrade",3,"profitcentregrade","character varying","NO",""
"mabarchive","my_workgroupgrade",4,"gradecode","character varying","NO",""
"mabarchive","my_workgroupgrade",5,"workgroup","character varying","NO",""
"mabarchive","tbl_settings",1,"id","character varying","NO",""
"mabarchive","tbl_settings",2,"setting","character varying","YES",""
"mabarchive","tbl_settings",3,"notes","character varying","YES",""
"mabarchive","tbl_settings",4,"testsetting","character varying","YES",""
"mabarchive","tbl_settings",5,"userupdateable","boolean","YES","false"
"mabarchive","tblaccesslevels",1,"systemid","integer","NO",""
"mabarchive","tblaccesslevels",2,"accesslevelid","integer","NO",""
"mabarchive","tblaccesslevels",3,"accesslevel","character varying","YES",""
"mabarchive","tblaccessprograms",1,"systemid","integer","NO",""
"mabarchive","tblaccessprograms",2,"ntlogin","character varying","NO",""
"mabarchive","tblaccessprograms",3,"program","character varying","NO",""
"mabarchive","tblaccesssystems",1,"systemid","integer","NO",""
"mabarchive","tblaccesssystems",2,"systemname","character varying","NO",""
"mabarchive","tblaccessusers",1,"systemid","integer","NO",""
"mabarchive","tblaccessusers",2,"ntlogin","character varying","NO",""
"mabarchive","tblaccessusers",3,"username","character varying","YES",""
"mabarchive","tblaccessusers",4,"dt2login","character varying","YES",""
"mabarchive","tblaccessusers",5,"useremail","character varying","YES",""
"mabarchive","tblaccessusers_levels",1,"systemid","integer","NO",""
"mabarchive","tblaccessusers_levels",2,"ntlogin","character varying","NO",""
"mabarchive","tblaccessusers_levels",3,"accesslevelid","integer","NO",""
"mabarchive","tbladditionalcosts",1,"ac_identity","integer","NO","nextval('mabarchive.tbladditionalcosts_ac_identity_seq'::regclass)"
"mabarchive","tbladditionalcosts",2,"project","character varying","YES",""
"mabarchive","tbladditionalcosts",3,"year","integer","YES","0"
"mabarchive","tbladditionalcosts",4,"accountcat","character varying","NO",""
"mabarchive","tbladditionalcosts",5,"description","character varying","NO",""
"mabarchive","tbladditionalcosts",6,"itemcost","double precision","YES","0"
"mabarchive","tbladditionalcosts",7,"costentered","double precision","NO","0"
"mabarchive","tbladditionalcosts",8,"freq","character varying","YES",""
"mabarchive","tblanimalreq",1,"ar_identity","integer","NO","nextval('mabarchive.tblanimalreq_ar_identity_seq'::regclass)"
